name,tweet text,tweet text (clean),label,token
🇮🇩 MARQUEZ 🇮🇩,@Syaiful51377477 Benar bang kl cuman segitu gimana mau jera Teroris di negeri ini.,syaiful benar bang kalo cuman segitu bagaimana mau jera teroris di negeri ini,0,"['syaiful', 'benar', 'bang', 'kalo', 'cuman', 'segitu', 'bagaimana', 'mau', 'jera', 'teroris', 'di', 'negeri', 'ini']"
Hankamrata Bayoangin,"@alextham878 1.
#POLITIKUS_BUSUK BELA² Teroris &amp; SudutKan @DivHumas_Polri densus 88 Tujuannya SELAIN agar Semangat Pelaku Teror diTingkatkan lagi, JUGA untuk himpun rasa benci kaum Muslim KESELURUHAN terhadap Pemerintah &amp; Polri.

Sudah terAkumulasi tinggal diPantik 2, 3x

KERUSUHAN_MASSAL
...",alextham politikus busuk bela² teroris sudutkan divhumas polri densus tujuannya selain agar semangat pelaku teror ditingkatkan lagi juga untuk himpun rasa benci kaum muslim keseluruhan terhadap pemerintah polri sudah terakumulasi tinggal dipantik x kerusuhan massal,0,"['alextham', 'politikus', 'busuk', 'bela', '²', 'teroris', 'sudutkan', 'divhumas', 'polri', 'densus', 'tujuannya', 'selain', 'agar', 'semangat', 'pelaku', 'teror', 'ditingkatkan', 'lagi', 'juga', 'untuk', 'himpun', 'rasa', 'benci', 'kaum', 'muslim', 'keseluruhan', 'terhadap', 'pemerintah', 'polri', 'sudah', 'terakumulasi', 'tinggal', 'dipantik', 'x', 'kerusuhan', 'massal']"
indri Yahya⚘🇮🇩🕊,"Lihatlah korban Kebiadaban Teroris! 
Catat baik2 korban Bom Gereja Surabaya, Yang Meninggal 28 orang, yang luka2 57 orang, ntah gimana keadaan mereka sekarang? 
Pernahkah komnas ham bayangkan seandainya mereka adalah keluarga kalian? https://t.co/Y8dGLZi4PR",lihatlah korban kebiadaban teroris catat baik baik korban bom gereja surabaya yang meninggal orang yang luka orang entah bagaimana keadaan mereka sekarang pernahkah komnas ham bayangkan seandainya mereka adalah keluarga kalian https t cowok y dglzi pr,0,"['lihatlah', 'korban', 'kebiadaban', 'teroris', 'catat', 'baik', 'baik', 'korban', 'bom', 'gereja', 'surabaya', 'yang', 'meninggal', 'orang', 'yang', 'luka', 'orang', 'entah', 'bagaimana', 'keadaan', 'mereka', 'sekarang', 'pernahkah', 'komnas', 'ham', 'bayangkan', 'seandainya', 'mereka', 'adalah', 'keluarga', 'kalian', 'https', 't', 'cowok', 'y', 'dglzi', 'pr']"
GusNadjb,"MUI itu sebenarnya Mahluk apa seh, 
Selama ini masyarakat melihat MUI itu kumpulan para ulama, tapi kenapa berubah jadi sarang teroris. https://t.co/wJOQB22gJ3",mui itu sebenarnya mahluk apa sih selama ini masyarakat melihat mui itu kumpulan para ulama tapi kenapa berubah jadi sarang teroris https t cowok wjoqb gj ,0,"['mui', 'itu', 'sebenarnya', 'mahluk', 'apa', 'sih', 'selama', 'ini', 'masyarakat', 'melihat', 'mui', 'itu', 'kumpulan', 'para', 'ulama', 'tapi', 'kenapa', 'berubah', 'jadi', 'sarang', 'teroris', 'https', 't', 'cowok', 'wjoqb', 'gj']"
Justin,"@MrsRachelIn @KomnasHAM Apa dosanya anak ini...
Sehingga menanggung beban penderitaan seumur hidup...
Siteroris bangsat jgn pernah diberi hidup lgi....bunuh teroris https://t.co/hO5QoKHvwQ",mrsrachelin komnasham apa dosanya anak ini sehingga meggung beban penderitaan seumur hidup siteroris bangsat jangan pernah diberi hidup lagi bunuh teroris https t cowok ho qokhvwq,0,"['mrsrachelin', 'komnasham', 'apa', 'dosanya', 'anak', 'ini', 'sehingga', 'meggung', 'beban', 'penderitaan', 'seumur', 'hidup', 'siteroris', 'bangsat', 'jangan', 'pernah', 'diberi', 'hidup', 'lagi', 'bunuh', 'teroris', 'https', 't', 'cowok', 'ho', 'qokhvwq']"
Sius On It,lembaga/orang kek @KomnasHAM @fadlizon &amp; akun yg mmberi angin dan harapan bagi teroris sbnrnya adalah pendukung teroris dan sudah selayaknya ditindak. https://t.co/ltQe97i8UZ,lembaga orang kayak komnasham fadlizon akun yang memberi angin dan harapan bagi teroris sbnrnya adalah pendukung teroris dan sudah selayaknya ditindak https t cowok ltqe i uz,0,"['lembaga', 'orang', 'kayak', 'komnasham', 'fadlizon', 'akun', 'yang', 'memberi', 'angin', 'dan', 'harapan', 'bagi', 'teroris', 'sbnrnya', 'adalah', 'pendukung', 'teroris', 'dan', 'sudah', 'selayaknya', 'ditindak', 'https', 't', 'cowok', 'ltqe', 'i', 'uz']"
Hideo Samuel,@RiuRizkiUtomo_ @KomnasHAM @DivHumas_Polri Entar kalau kebetulan Ada anggota atau keluarga komnas HAM jadi Korean teroris ga usah diurusin tapi ketawain aja.,riurizkiutomo komnasham divhumas polri entar kalau kebetulan ada anggota atau keluarga komnas ham jadi korean teroris enggak usah diurusi tapi mentertawakan saja,0,"['riurizkiutomo', 'komnasham', 'divhumas', 'polri', 'entar', 'kalau', 'kebetulan', 'ada', 'anggota', 'atau', 'keluarga', 'komnas', 'ham', 'jadi', 'korean', 'teroris', 'enggak', 'usah', 'diurusi', 'tapi', 'mentertawakan', 'saja']"
SukoharJOS,"Komnas HAM Minta Klarifikasi Densus 88 Soal Penembakan Dokter Teroris di Sukoharjo - https://t.co/NkoiMcMupx https://t.co/0CpJlQFbPL
#Sukoharjo #SukoharjoMakmur #BeritaSukoharjo",komnas ham meminta klarifikasi densus soal penembakan dokter teroris di sukoharjo https t cowok nkoimcmupx https t cowok cpjlqfbpl sukoharjo sukoharjomakmur beritasukoharjo,0,"['komnas', 'ham', 'meminta', 'klarifikasi', 'densus', 'soal', 'penembakan', 'dokter', 'teroris', 'di', 'sukoharjo', 'https', 't', 'cowok', 'nkoimcmupx', 'https', 't', 'cowok', 'cpjlqfbpl', 'sukoharjo', 'sukoharjomakmur', 'beritasukoharjo']"
𝐭𝐞,KAYAK TERORIS😭😭😭😭😭😭😭,kayak teroris wajah megis keras wajah megis keras wajah megis keras wajah megis keras wajah megis keras wajah megis keras wajah megis keras,0,"['kayak', 'teroris', 'wajah', 'megis', 'keras', 'wajah', 'megis', 'keras', 'wajah', 'megis', 'keras', 'wajah', 'megis', 'keras', 'wajah', 'megis', 'keras', 'wajah', 'megis', 'keras', 'wajah', 'megis', 'keras']"
VOI.id,"Dalam video tersebut, Ahok secara tegas menunjukan sikapnya soal keberadaan teroisme. Kata Ahok, teroris yang meledakan diri di tengah kerumunan dianggap tidak melanggar HAM. Namun ironisnya, teroris yang ditembak mati justru melanggar HAM. https://t.co/5WxUR1W1gT",dalam video tersebut ahok secara tegas menunjukan sikapnya soal keberadaan teroisme kata ahok teroris yang meledakan diri di tengah kerumu dianggap tidak melanggar ham namun ironisnya teroris yang ditembak mati justru melanggar ham https t cowok wxur w gt,0,"['dalam', 'video', 'tersebut', 'ahok', 'secara', 'tegas', 'menunjukan', 'sikapnya', 'soal', 'keberadaan', 'teroisme', 'kata', 'ahok', 'teroris', 'yang', 'meledakan', 'diri', 'di', 'tengah', 'kerumu', 'dianggap', 'tidak', 'melanggar', 'ham', 'namun', 'ironisnya', 'teroris', 'yang', 'ditembak', 'mati', 'justru', 'melanggar', 'ham', 'https', 't', 'cowok', 'wxur', 'w', 'gt']"
Samuel Hutahaean,"@ZaemKribo @detikcom Soal papua pastinya aparat musti extra hati2, jgn salah langkah klo ngga bakal dimanfaatin negara2 luar yg mau caplok papua

Lah klo terduga teroris disikat ga ada yg dirugikan toh? Anggep aja nyemprot baygon ke nyamuk 😂",zaemkribo detikcom soal papua pastinya aparat musti extra hati hati jangan salah langkah kalo enggak bakal dimanfaatin negara luar yang mau caplok papua lah kalo terduga teroris disikat enggak ada yang dirugikan toh anggep saja nyemprot baygon ke nyamuk wajah gembira berurai air mata,0,"['zaemkribo', 'detikcom', 'soal', 'papua', 'pastinya', 'aparat', 'musti', 'extra', 'hati', 'hati', 'jangan', 'salah', 'langkah', 'kalo', 'enggak', 'bakal', 'dimanfaatin', 'negara', 'luar', 'yang', 'mau', 'caplok', 'papua', 'lah', 'kalo', 'terduga', 'teroris', 'disikat', 'enggak', 'ada', 'yang', 'dirugikan', 'toh', 'anggep', 'saja', 'nyemprot', 'baygon', 'ke', 'nyamuk', 'wajah', 'gembira', 'berurai', 'air', 'mata']"
L apa R,@RD_4WR1212 Selamat datang para teroris anda semua mendapat tempat di hati para penegak hukum negeri ini.,rd wr selamat datang para teroris anda semua mendapat tempat di hati para penegak hukum negeri ini,0,"['rd', 'wr', 'selamat', 'datang', 'para', 'teroris', 'anda', 'semua', 'mendapat', 'tempat', 'di', 'hati', 'para', 'penegak', 'hukum', 'negeri', 'ini']"
Running Text ID,"JPU TUNTUT TERDUGA TERORIS MUNARMAN DELAPAN TAHUN PENJARA
#MUNARMAN",jpu tuntut terduga teroris munarman delapan tahun penjara munarman,0,"['jpu', 'tuntut', 'terduga', 'teroris', 'munarman', 'delapan', 'tahun', 'penjara', 'munarman']"
ᴛʜᴇ ᴇᴅɢᴇ,@NayDwiyana Wah pantesan teroris bisa idup nyaman di Indonesia ya,naydwiyana wah pantesan teroris bisa hidup nyaman di indonesia ya,0,"['naydwiyana', 'wah', 'pantesan', 'teroris', 'bisa', 'hidup', 'nyaman', 'di', 'indonesia', 'ya']"
Camilan,"@null Terkait Dokter Sunardi, Kompolnas : Aktivitas Jaringan Teroris Sangat Rapi Aktiv  https://t.co/rm7kJ2Dr0x",nul terkait dokter sunardi kompolnas aktivitas jaringan teroris sangat rapi aktiv https t cowok rm kj dr x,0,"['nul', 'terkait', 'dokter', 'sunardi', 'kompolnas', 'aktivitas', 'jaringan', 'teroris', 'sangat', 'rapi', 'aktiv', 'https', 't', 'cowok', 'rm', 'kj', 'dr', 'x']"
TOLI TOLI,"@null Terkait Dokter Sunardi, Kompolnas : Aktivitas Jaringan Teroris Sangat Rapi Aktiv  https://t.co/sKWqKwMZ8V",nul terkait dokter sunardi kompolnas aktivitas jaringan teroris sangat rapi aktiv https t cowok skwqkwmz v,0,"['nul', 'terkait', 'dokter', 'sunardi', 'kompolnas', 'aktivitas', 'jaringan', 'teroris', 'sangat', 'rapi', 'aktiv', 'https', 't', 'cowok', 'skwqkwmz', 'v']"
pemburu kadroen,@ab_anward @TofaTofa_id @hnurwahid @MardaniAliSera waktu dan bacot kami persilahkan partai teroris indonesia,ab anward tofatofa id hnurwahid mardanialisera waktu dan bacot kami persilahkan partai teroris indonesia,0,"['ab', 'anward', 'tofatofa', 'id', 'hnurwahid', 'mardanialisera', 'waktu', 'dan', 'bacot', 'kami', 'persilahkan', 'partai', 'teroris', 'indonesia']"
🌹🌹Tukang bungkus Sego 🌹🌹,"@KenthokSpeed Ya itu agama teroris,kalo Islam dn agama2 yg lain tidak ada yg menyerukan untuk bunuh diri",kenthokspeed ya itu agama teroris kalo islam dan agama yang lain tidak ada yang menyerukan untuk bunuh diri,0,"['kenthokspeed', 'ya', 'itu', 'agama', 'teroris', 'kalo', 'islam', 'dan', 'agama', 'yang', 'lain', 'tidak', 'ada', 'yang', 'menyerukan', 'untuk', 'bunuh', 'diri']"
Kenthok speed,@BungkusTukang Mungkin teroris punya surga buatan sendiri..... Atau agama yang di anut berbeda.........,bungkustukang mungkin teroris punya surga buatan sendiri atau agama yang di anut berbeda,0,"['bungkustukang', 'mungkin', 'teroris', 'punya', 'surga', 'buatan', 'sendiri', 'atau', 'agama', 'yang', 'di', 'anut', 'berbeda']"
🇮🇩Mario Holmen🇮🇩,"@maspiyuaja @DenmasSojo 🤭🤣 TERORIS nuntut keadilan
Tuntut nya ke IBLIS karena sdh disesatkan 
Yg menuntut keadilan mungkin 1 kelompok dg TERORIS NEO JI🤔🙄",maspiyuaja denmassojo wajah dengan tangan menutup mulut tertawa terbahak bahak teroris menuntut keadilan tuntut nya ke iblis karena sudah disesatkan yang menuntut keadilan mungkin kelompok dengan teroris neo ji wajah berpikir wajah dengan mata ke atas,0,"['maspiyuaja', 'denmassojo', 'wajah', 'dengan', 'tangan', 'menutup', 'mulut', 'tertawa', 'terbahak', 'bahak', 'teroris', 'menuntut', 'keadilan', 'tuntut', 'nya', 'ke', 'iblis', 'karena', 'sudah', 'disesatkan', 'yang', 'menuntut', 'keadilan', 'mungkin', 'kelompok', 'dengan', 'teroris', 'neo', 'ji', 'wajah', 'berpikir', 'wajah', 'dengan', 'mata', 'ke', 'atas']"
Bang J,@CNNIndonesia Teroris sejati ini mah  di penjara malah tertawa coba di hukum mati mungkin ini orang kegirangan loncat2 😂😂😂,cnnindonesia teroris sejati ini mah di penjara malah tertawa coba di hukum mati mungkin ini orang kegirangan loncat wajah gembira berurai air mata wajah gembira berurai air mata wajah gembira berurai air mata,0,"['cnnindonesia', 'teroris', 'sejati', 'ini', 'mah', 'di', 'penjara', 'malah', 'tertawa', 'coba', 'di', 'hukum', 'mati', 'mungkin', 'ini', 'orang', 'kegirangan', 'loncat', 'wajah', 'gembira', 'berurai', 'air', 'mata', 'wajah', 'gembira', 'berurai', 'air', 'mata', 'wajah', 'gembira', 'berurai', 'air', 'mata']"
🇮🇩 MARQUEZ 🇮🇩,@ClioHuey Maklum hukum di negeri ini bisa di beli Kece aja cuman penistaan Agama 10 th ini Teroris 8 th gila hukum di negeri ini.,cliohuey maklum hukum di negeri ini bisa di beli kece saja cuman penistaan agama tahu ini teroris tahu gila hukum di negeri ini,0,"['cliohuey', 'maklum', 'hukum', 'di', 'negeri', 'ini', 'bisa', 'di', 'beli', 'kece', 'saja', 'cuman', 'penistaan', 'agama', 'tahu', 'ini', 'teroris', 'tahu', 'gila', 'hukum', 'di', 'negeri', 'ini']"
abdurrahman,"Sudah clear ya kalo dokter Sunardi ini benar2 anggota teroris. So, mau siapapun dia, mau dia pejuang, mau dokter, suka berbagi, jika sudah ada bukti kuat ya kudu di serok, langkah Densus 88 kemarin itu sudah tepat. https://t.co/rLSsoyl5ej",sudah clear ya kalo dokter sunardi ini benar benar anggota teroris sok mau siapapun dia mau dia pejuang mau dokter suka berbagi jika sudah ada bukti kuat ya kudu di serok langkah densus kemarin itu sudah tepat https t cowok rlssoyl ej,1,"['sudah', 'clear', 'ya', 'kalo', 'dokter', 'sunardi', 'ini', 'benar', 'benar', 'anggota', 'teroris', 'sok', 'mau', 'siapapun', 'dia', 'mau', 'dia', 'pejuang', 'mau', 'dokter', 'suka', 'berbagi', 'jika', 'sudah', 'ada', 'bukti', 'kuat', 'ya', 'kudu', 'di', 'serok', 'langkah', 'densus', 'kemarin', 'itu', 'sudah', 'tepat', 'https', 't', 'cowok', 'rlssoyl', 'ej']"
ANTEB,"@MrsRachelIn udh bener di TEMBAK MATI, ketimbang kelamaan di Penjara, sipir ngasih makan malahan di ceramahin sama dia.. buang² waktu. ,Indonesia bukan negara yg piara Teroris. silakan saja warga yg mau gabung sama ISIS atau tentara lain, TAPI JANGAN BALIK ke Indonesia!!
ntar nyusahin!!!",mrsrachelin sudah benar di tembak mati ketimbang kelamaan di penjara sipir mengasih makan malahan di ceramahin sama dia buang² waktu indonesia bukan negara yang piara teroris silakan saja warga yang mau gabung sama isis atau tentara lain tapi jangan balik ke indonesia entar menyusahkan,0,"['mrsrachelin', 'sudah', 'benar', 'di', 'tembak', 'mati', 'ketimbang', 'kelamaan', 'di', 'penjara', 'sipir', 'mengasih', 'makan', 'malahan', 'di', 'ceramahin', 'sama', 'dia', 'buang', '²', 'waktu', 'indonesia', 'bukan', 'negara', 'yang', 'piara', 'teroris', 'silakan', 'saja', 'warga', 'yang', 'mau', 'gabung', 'sama', 'isis', 'atau', 'tentara', 'lain', 'tapi', 'jangan', 'balik', 'ke', 'indonesia', 'entar', 'menyusahkan']"
JuJuLa,"@alisyarief Predikat putin, komunis dan teroris..!!",alisyarief predikat putin komunis dan teroris,0,"['alisyarief', 'predikat', 'putin', 'komunis', 'dan', 'teroris']"
Yayat Supriyatna,"@bluetick__ @september__26 @tegaxdirimu @CCICPolri Densus 88 ERROR, kemasukan VIRUS.. Jadi kepada umat Islam Nuding2 teroris.. Giliran yang ASLI TERORIS KKB PAPUA, malah dianggap saudara.. Padahal ini REAL, NYATA dah kejadian.. ini NYATA udah banyak MERENGGUT KORBAN, dari aparat juga masyarakat di sekitar.. pake #akalsehat!",bluetick september tegaxdirimu ccicpolri densus error kemasukan virus jadi kepada umat islam nuding teroris giliran yang asli teroris kkb papua malah dianggap saudara padahal ini real nyata deh kejadian ini nyata sudah banyak merenggut korban dari aparat juga masyarakat di sekitar pakai akalsehat,2,"['bluetick', 'september', 'tegaxdirimu', 'ccicpolri', 'densus', 'error', 'kemasukan', 'virus', 'jadi', 'kepada', 'umat', 'islam', 'nuding', 'teroris', 'giliran', 'yang', 'asli', 'teroris', 'kkb', 'papua', 'malah', 'dianggap', 'saudara', 'padahal', 'ini', 'real', 'nyata', 'deh', 'kejadian', 'ini', 'nyata', 'sudah', 'banyak', 'merenggut', 'korban', 'dari', 'aparat', 'juga', 'masyarakat', 'di', 'sekitar', 'pakai', 'akalsehat']"
SIMBOK🇲🇨 ❤️👸❤️🇲🇨,"@ebongjawa @AgoesAguss Pas, mirip kubah masjid, 👍
Kl ada yg menyamakan itu seni dan ga terima berati sdh kadrun akut 🤣🤣, seni dan agama itu menyatu, mirip kadrun sama teroris menyatu 🤣🤣",ebongjawa agoesagus pas mirip kubah masjid jempol ke atas kalo ada yang menyamakan itu seni dan enggak terima berarti sudah kadrun akut tertawa terbahak bahak tertawa terbahak bahak seni dan agama itu menyatu mirip kadrun sama teroris menyatu tertawa terbahak bahak tertawa terbahak bahak,0,"['ebongjawa', 'agoesagus', 'pas', 'mirip', 'kubah', 'masjid', 'jempol', 'ke', 'atas', 'kalo', 'ada', 'yang', 'menyamakan', 'itu', 'seni', 'dan', 'enggak', 'terima', 'berarti', 'sudah', 'kadrun', 'akut', 'tertawa', 'terbahak', 'bahak', 'tertawa', 'terbahak', 'bahak', 'seni', 'dan', 'agama', 'itu', 'menyatu', 'mirip', 'kadrun', 'sama', 'teroris', 'menyatu', 'tertawa', 'terbahak', 'bahak', 'tertawa', 'terbahak', 'bahak']"
abdurrahman,"Keterlibatan Sunardi adalah selaku anggota organisasi teroris JI, dia itu pernah menjabat sbgi amir khidmat, jabatannya sbg deputi dakwah dan informasi &amp; penanggung jawab Hilal Ahmar Society Indonesia (HASI). https://t.co/g6oUjPVwjp",keterlibatan sunardi adalah selaku anggota organisasi teroris ji dia itu pernah menjabat sbgi amir khidmat jabatannya sebagai deputi dakwah dan informasi peggung jawab hilal ahmar society indonesia hasi https t cowok g oujpvwjp,0,"['keterlibatan', 'sunardi', 'adalah', 'selaku', 'anggota', 'organisasi', 'teroris', 'ji', 'dia', 'itu', 'pernah', 'menjabat', 'sbgi', 'amir', 'khidmat', 'jabatannya', 'sebagai', 'deputi', 'dakwah', 'dan', 'informasi', 'peggung', 'jawab', 'hilal', 'ahmar', 'society', 'indonesia', 'hasi', 'https', 't', 'cowok', 'g', 'oujpvwjp']"
Ikhsan Riksayuda,Kapan teroris ini ditangkap @DivHumas_Polri @ListyoSigitP ???? https://t.co/dbiZnYN2jm,kapan teroris ini ditangkap divhumas polri listyosigitp https t cowok dbiznyn jm,0,"['kapan', 'teroris', 'ini', 'ditangkap', 'divhumas', 'polri', 'listyosigitp', 'https', 't', 'cowok', 'dbiznyn', 'jm']"
Erdie Handoyo,"@RD_4WR1212 msh percaya hukum di indonesia...??
penuntutnya kan anggota teroris jg....mahfum",rd wr masih percaya hukum di indonesia penuntutnya kan anggota teroris juga mahfum,0,"['rd', 'wr', 'masih', 'percaya', 'hukum', 'di', 'indonesia', 'penuntutnya', 'kan', 'anggota', 'teroris', 'juga', 'mahfum']"
bostari,"@IbnuSholh Kalau teroris sudah banyak bom meledak olehnya
#BebaskanMunarman
#BebaskanMunarman",ibnusholh kalau teroris sudah banyak bom meledak olehnya bebaskanmunarman bebaskanmunarman,0,"['ibnusholh', 'kalau', 'teroris', 'sudah', 'banyak', 'bom', 'meledak', 'olehnya', 'bebaskanmunarman', 'bebaskanmunarman']"
Rahmad,@Pai_C1AB Hai Komnas HAM khusus Teroris,pai c ab hai komnas ham khusus teroris,0,"['pai', 'c', 'ab', 'hai', 'komnas', 'ham', 'khusus', 'teroris']"
Rare Angon 🇮🇩,"Mereka yg Membela atau mempertanyakan tersangka teroris mati ditembak Densus 88 tentu perlu diwaspadai,  karena bisa memberi energi baru untuk aksi aksi teror selanjutnya.

Bravo DENSUS 88

#DUKUNGDENSUS88 https://t.co/B4gdURmwU3",mereka yang membela atau mempertanyakan tersangka teroris mati ditembak densus tentu perlu diwaspadai karena bisa memberi energi baru untuk aksi aksi teror selanjutnya bravo densus dukungdensus https t cowok b gdurmwu ,0,"['mereka', 'yang', 'membela', 'atau', 'mempertanyakan', 'tersangka', 'teroris', 'mati', 'ditembak', 'densus', 'tentu', 'perlu', 'diwaspadai', 'karena', 'bisa', 'memberi', 'energi', 'baru', 'untuk', 'aksi', 'aksi', 'teror', 'selanjutnya', 'bravo', 'densus', 'dukungdensus', 'https', 't', 'cowok', 'b', 'gdurmwu']"
DahGakMalesLagi©,"@yarachantique @soen_cak Seumur hidup = ngasih dia makan di penjara selama seumur hidup..

Gw gak rela duwid pajak gw buat ngasih makan teroris.",yarachantique soen cak seumur hidup mengasih dia makan di penjara selama seumur hidup gue enggak rela duwid pajak gue buat mengasih makan teroris,0,"['yarachantique', 'soen', 'cak', 'seumur', 'hidup', 'mengasih', 'dia', 'makan', 'di', 'penjara', 'selama', 'seumur', 'hidup', 'gue', 'enggak', 'rela', 'duwid', 'pajak', 'gue', 'buat', 'mengasih', 'makan', 'teroris']"
abuyahya,"@AdhamAd68637855 @CNNIndonesia Membela teroris ? apakah dr Sunardi almarhum terbukti sebagai teroris ? bagaimana dengan tindakan KKB yg jelas melakukan aksi teror , apakah densus di terjunkan ke sana untuk menghadapi KKB ?",adhamad cnnindonesia membela teroris apakah dari sunardi almarhum terbukti sebagai teroris bagaimana dengan tindakan kkb yang jelas melakukan aksi teror apakah densus di terjunkan ke sana untuk menghadapi kkb,0,"['adhamad', 'cnnindonesia', 'membela', 'teroris', 'apakah', 'dari', 'sunardi', 'almarhum', 'terbukti', 'sebagai', 'teroris', 'bagaimana', 'dengan', 'tindakan', 'kkb', 'yang', 'jelas', 'melakukan', 'aksi', 'teror', 'apakah', 'densus', 'di', 'terjunkan', 'ke', 'sana', 'untuk', 'menghadapi', 'kkb']"
Ramos,"@MediaKomando Bravo tni. Tetap waspada pak, teroris opm mungkin saja sampai diperbatasan sana",mediakomando bravo tni tetap waspada pak teroris opm mungkin saja sampai diperbatasan sana,0,"['mediakomando', 'bravo', 'tni', 'tetap', 'waspada', 'pak', 'teroris', 'opm', 'mungkin', 'saja', 'sampai', 'diperbatasan', 'sana']"
Tiyara 🕊️,"@Celes_being1074 @soen_cak Seumur hidup aja ckup..
Harusnya ada penjara khusus teroris siyy yaa..?
Di pulau terpencil, gak boleh ada akses internet dll.. Sekitarnya ada ikan paus macan 😂",celes being soen cak seumur hidup saja cukup harusnya ada penjara khusus teroris siy ya di pulau terpencil enggak boleh ada akses internet dulu sekitarnya ada ikan paus macan wajah gembira berurai air mata,0,"['celes', 'being', 'soen', 'cak', 'seumur', 'hidup', 'saja', 'cukup', 'harusnya', 'ada', 'penjara', 'khusus', 'teroris', 'siy', 'ya', 'di', 'pulau', 'terpencil', 'enggak', 'boleh', 'ada', 'akses', 'internet', 'dulu', 'sekitarnya', 'ada', 'ikan', 'paus', 'macan', 'wajah', 'gembira', 'berurai', 'air', 'mata']"
Tito,"@GarengHallu Aksi teror merupakan kejahatan luar biasa, ga bisa disamakan dengan kejahatan maling ayam. Maunya komnasham nangkap teroris pake surat penangkapan? Keburu kabur, ogeb",garenghallu aksi teror merupakan kejahatan luar biasa enggak bisa disamakan dengan kejahatan maling ayam maunya komnasham gkap teroris pakai surat pegkapan keburu kabur ogeb,0,"['garenghallu', 'aksi', 'teror', 'merupakan', 'kejahatan', 'luar', 'biasa', 'enggak', 'bisa', 'disamakan', 'dengan', 'kejahatan', 'maling', 'ayam', 'maunya', 'komnasham', 'gkap', 'teroris', 'pakai', 'surat', 'pegkapan', 'keburu', 'kabur', 'ogeb']"
abuyahya,@sumirah652 @CNNIndonesia Membasmi teroris sesuai prosedur  ? letak sesuai prosedurnya  seperti apa ?,sumirah cnnindonesia membasmi teroris sesuai prosedur letak sesuai prosedurnya seperti apa,0,"['sumirah', 'cnnindonesia', 'membasmi', 'teroris', 'sesuai', 'prosedur', 'letak', 'sesuai', 'prosedurnya', 'seperti', 'apa']"
WaringinSeto🇮🇩,Abaikan partai agamis berbasis komunis &amp; teroris tsb !!! https://t.co/61OGG3WoJX,abaikan partai agamis berbasis komunis teroris tersebut https t cowok ogg wojx,0,"['abaikan', 'partai', 'agamis', 'berbasis', 'komunis', 'teroris', 'tersebut', 'https', 't', 'cowok', 'ogg', 'wojx']"
Angga Bahuga↩,"apaan itu HAM? 

Teroris itu harus dimusnakan dimuka bumi ini bukan hanya dinegeri ini saja. https://t.co/xYIk30lWpG",apaan itu ham teroris itu harus dimusnakan dimuka bumi ini bukan hanya dinegeri ini saja https t cowok xyik lwpg,0,"['apaan', 'itu', 'ham', 'teroris', 'itu', 'harus', 'dimusnakan', 'dimuka', 'bumi', 'ini', 'bukan', 'hanya', 'dinegeri', 'ini', 'saja', 'https', 't', 'cowok', 'xyik', 'lwpg']"
Irwan Nugraha K,@papa_loren Coba tanya teroris di Papua emng dr pesantren? #gaadaotak,papa loren coba tanya teroris di papua memang dari pesantren gaadaotak,0,"['papa', 'loren', 'coba', 'tanya', 'teroris', 'di', 'papua', 'memang', 'dari', 'pesantren', 'gaadaotak']"
Keuangan News,Inilah Kasus Densus 88 Salah Tangkap Terduga Teroris https://t.co/ZySXuyShRU,inilah kasus densus salah tangkap terduga teroris https t cowok zysxuyshru,0,"['inilah', 'kasus', 'densus', 'salah', 'tangkap', 'terduga', 'teroris', 'https', 't', 'cowok', 'zysxuyshru']"
# BADJA #,"@__AnakKolong Teroris mmg gk perlu dikasihani, mrk mmg layak ditembak mati !",anakkolong teroris memang enggak perlu dikasihani mereka memang layak ditembak mati,0,"['anakkolong', 'teroris', 'memang', 'enggak', 'perlu', 'dikasihani', 'mereka', 'memang', 'layak', 'ditembak', 'mati']"
Danang Hanggika,"@ropspimajainal Apa yang ada di benak para teroris KKB ini sebenarnya, sehingga sampai tertutup hati nurani hanya karena uang dan kekuasaan",ropspimajainal apa yang ada di benak para teroris kkb ini sebenarnya sehingga sampai tertutup hati nurani hanya karena uang dan kekuasaan,0,"['ropspimajainal', 'apa', 'yang', 'ada', 'di', 'benak', 'para', 'teroris', 'kkb', 'ini', 'sebenarnya', 'sehingga', 'sampai', 'tertutup', 'hati', 'nurani', 'hanya', 'karena', 'uang', 'dan', 'kekuasaan']"
shb🇮🇩,"@raymoontre @AvaSiRem Salah
Dia gakmau ada MUI dalam pengurusan izin halal hilil
MUI siapa?cuma segelintir manusia yg menampung teroris dan org bgo",raymoontre avasirem salah dia gakmau ada mui dalam pengurusan izin halal hilil mui siapa cuma segelintir manusia yang menampung teroris dan orang bgo,0,"['raymoontre', 'avasirem', 'salah', 'dia', 'gakmau', 'ada', 'mui', 'dalam', 'pengurusan', 'izin', 'halal', 'hilil', 'mui', 'siapa', 'cuma', 'segelintir', 'manusia', 'yang', 'menampung', 'teroris', 'dan', 'orang', 'bgo']"
